0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.287253814061841695e-01,-4.486212616406047293e-01,2.023684668043986279e-01
2.702038892441625539e-01,-2.996810144202459725e-01,1.904760403858055950e-01
2.547521256690863378e-01,-8.214340732628426511e-02,2.082321396152725101e-01
5.201226224234768436e-01,-1.688795695506471739e-02,1.824808735743553290e-01
-3.931120642747291116e-01,6.027626230844351785e-01,7.240118807442294524e-02
-4.625244651332425239e-01,4.923886693578414797e-01,1.402669285045169967e-01
3.195326569974145381e-02,-3.098331253800268859e-01,8.043287751679253916e-02
-1.121009552340969939e-01,-5.151856027391431558e-01,-1.553550126257543240e-01
-1.784762892380388766e-01,-3.988676293159161834e-01,-2.073306848538196967e-01
9.544626726042068632e-02,-5.540840498958057303e-01,-2.261351515252368050e-01
1.860831927566278798e-01,-5.625133651935885215e-01,-1.404802387933069552e-01
-1.157929838542098300e-01,-2.814911564613850059e-01,-1.342114111641919683e-01
-2.524641180867688850e-01,-1.422225799573505478e-01,-2.187749613593509557e-01
-2.326488376161093760e-02,-6.777251766104896991e-02,-2.236263560955550345e-01
8.991276651320869936e-03,5.438758749126284403e-02,-2.120560678073583061e-01
1.553675475692876118e-01,2.218835440714685969e-01,-1.758738067527581272e-01
4.261074397045729878e-01,2.936373912612814108e-01,-1.795774468821091652e-01
3.737535910944722040e-01,4.131523391313244309e-01,-1.010643069805708394e-01
6.421942448590565178e-01,3.841673676856394160e-01,-5.351939127905248894e-02
1.685721757921941899e-01,3.954588907178928081e-01,-1.611499594963174686e-01
-3.612247045396629330e-01,6.077675321978545098e-01,7.545784972803330770e-03
-2.948904031346163968e-01,4.327460061444801664e-02,7.152961197505062867e-03
-1.631450319514135272e-01,-9.191258816102340981e-03,-1.710669739174107973e-01
-2.697779965019972415e-01,2.795001022299349325e-01,5.692103852888018983e-02
-2.799075656616147323e-01,1.965378667045877270e-01,2.011098627299534314e-01
-2.180419080840854118e-01,1.693523682821818366e-01,3.139448969394439404e-01
-1.818746433259542938e-01,1.376492425890145921e-01,3.310495770990138364e-01
-1.724283448997753210e-01,8.702839821697447298e-02,3.123998637559336489e-01
-1.973913479864006573e-02,1.288815338033986319e-02,3.086561404801203556e-01
-3.297307140045696583e-02,3.451964653299331720e-02,3.336584227894550669e-01
1.592624819366166844e-01,-2.134989374768637427e-01,3.316623000420867995e-01
5.065365887057831085e-01,-2.420161111581181079e-01,3.811965614639477584e-01
5.093133321854577122e-01,5.148157444975984265e-02,3.538022443335038791e-01
5.207418631272202614e-01,1.516546257339465575e-01,3.623097395404019649e-01
1.512980423486376229e-02,6.526140069077266403e-01,1.736688899654006690e-01
1.065693848261437260e-01,7.478355349057634882e-01,2.825967888129063965e-01
1.936918110894892131e-01,3.121914041599659351e-01,5.874320174558494284e-02
-1.980998037444714824e-02,1.938772495766089288e-01,-7.810469370107669951e-02
-1.129021953953150553e-01,2.666486778360900312e-01,-1.175827098766573653e-01
1.313209569950093102e-02,1.975039110608471371e-01,-1.487554640740926803e-01
2.081856393962965290e-01,1.852726034600345462e-01,-4.011994314032033687e-02
5.039488955359604921e-02,3.360719847232825352e-01,6.134353926921347344e-04
-1.239587129379258329e-01,4.941768971877358307e-01,-1.235681805353547498e-02
-9.090965575341526661e-02,5.305744205530726898e-01,-5.861967847230213635e-02
8.435435401599537808e-02,5.380799113221851337e-01,-5.075093910633735050e-02
2.389640271098469604e-01,5.734887338984628880e-01,-6.013690520190462241e-04
4.733725183798471736e-01,5.647138697466348445e-01,5.445124088251880601e-02
6.276492484936050387e-01,6.743525955157816387e-01,1.262445207445718753e-01
5.399975635596382384e-01,8.020297496829652539e-01,7.636207209190329359e-02
9.154847119126482968e-02,8.108266521694982298e-01,8.297195249864991462e-02
-7.891026074891606124e-01,1.337747001264971924e+00,2.156812775202793242e-01
-6.146282508036693404e-01,9.340023888983898237e-01,-6.654536286663634281e-02
5.264573053846322709e-02,1.240686093401237144e+00,1.203746383923554042e-01
-4.204001230138295075e-01,1.824166590284035827e+00,2.601181290426537451e-01
-5.645411749947749636e-01,1.999390458411825833e+00,5.192847305787186007e-01
-2.385751042843235470e-01,1.534901677294541855e+00,5.243659644299978329e-01
-1.783963597870134032e-01,1.275905538480279100e+00,5.711602861484967875e-01
-2.877066106208975849e-01,1.232636856951789373e+00,5.554984001900415969e-01
-3.013934079699773783e-01,1.053219790884988072e+00,5.912255511512833905e-01
-1.959272475810505121e-01,7.912496993847217830e-01,6.541116961778948857e-01
-1.171166333277430388e-01,5.721579429503808045e-01,6.198075510355386397e-01
1.207618978791198533e-01,2.852228726654003066e-01,5.600785438811677341e-01
3.445836072466460509e-01,5.433607530517865492e-01,5.987761518177194819e-01
6.192162775751601789e-01,6.520190197891249095e-01,6.571049023460118210e-01
9.996771995808408917e-01,4.746783785309976467e-01,6.878578860667347028e-01
2.066929146762322145e-01,6.402726806281129335e-01,4.700688621905058651e-01
-2.908302564679464686e-01,1.145994574511784991e+00,3.510358312565143857e-01
-8.728529547932042387e-01,9.544910601690057561e-01,-2.297622569459421837e-02
-6.118861218927240664e-01,1.585299877888584286e+00,6.406037277187359713e-02
-4.593547736072611243e-01,1.769471566707081056e+00,3.030988167618102191e-01
