0.000000000000000000e+00,1.594154852347000000e+12
2.000000000000000000e+00,1.594154852759000000e+12
5.000000000000000000e+00,1.594154853464000000e+12
9.000000000000000000e+00,1.594154854400000000e+12
1.300000000000000000e+01,1.594154855312000000e+12
1.700000000000000000e+01,1.594154856374000000e+12
2.200000000000000000e+01,1.594154857543000000e+12
2.600000000000000000e+01,1.594154858535000000e+12
3.000000000000000000e+01,1.594154859561000000e+12
3.400000000000000000e+01,1.594154860498000000e+12
3.800000000000000000e+01,1.594154861640000000e+12
4.100000000000000000e+01,1.594154862437000000e+12
4.500000000000000000e+01,1.594154863461000000e+12
4.900000000000000000e+01,1.594154864421000000e+12
5.300000000000000000e+01,1.594154865511000000e+12
5.700000000000000000e+01,1.594154866609000000e+12
6.100000000000000000e+01,1.594154867637000000e+12
6.500000000000000000e+01,1.594154868718000000e+12
6.800000000000000000e+01,1.594154869578000000e+12
7.200000000000000000e+01,1.594154870604000000e+12
7.600000000000000000e+01,1.594154871624000000e+12
8.000000000000000000e+01,1.594154872644000000e+12
8.400000000000000000e+01,1.594154873692000000e+12
8.700000000000000000e+01,1.594154874560000000e+12
9.100000000000000000e+01,1.594154875646000000e+12
9.500000000000000000e+01,1.594154876598000000e+12
9.900000000000000000e+01,1.594154878031000000e+12
1.030000000000000000e+02,1.594154880013000000e+12
1.070000000000000000e+02,1.594154880961000000e+12
1.110000000000000000e+02,1.594154881901000000e+12
1.150000000000000000e+02,1.594154882905000000e+12
1.190000000000000000e+02,1.594154884011000000e+12
1.230000000000000000e+02,1.594154885065000000e+12
1.270000000000000000e+02,1.594154886196000000e+12
1.310000000000000000e+02,1.594154887277000000e+12
1.340000000000000000e+02,1.594154888121000000e+12
1.380000000000000000e+02,1.594154889048000000e+12
1.410000000000000000e+02,1.594154889908000000e+12
1.460000000000000000e+02,1.594154891247000000e+12
1.490000000000000000e+02,1.594154891952000000e+12
1.530000000000000000e+02,1.594154892976000000e+12
1.570000000000000000e+02,1.594154893918000000e+12
1.610000000000000000e+02,1.594154894974000000e+12
1.650000000000000000e+02,1.594154896103000000e+12
1.690000000000000000e+02,1.594154897079000000e+12
1.730000000000000000e+02,1.594154898249000000e+12
1.770000000000000000e+02,1.594154899293000000e+12
1.800000000000000000e+02,1.594154900124000000e+12
1.840000000000000000e+02,1.594154901152000000e+12
1.880000000000000000e+02,1.594154902096000000e+12
1.910000000000000000e+02,1.594154902879000000e+12
1.960000000000000000e+02,1.594154904244000000e+12
1.990000000000000000e+02,1.594154904975000000e+12
2.030000000000000000e+02,1.594154905899000000e+12
2.070000000000000000e+02,1.594154907008000000e+12
2.110000000000000000e+02,1.594154908140000000e+12
2.150000000000000000e+02,1.594154909252000000e+12
2.180000000000000000e+02,1.594154909996000000e+12
2.220000000000000000e+02,1.594154911015000000e+12
2.260000000000000000e+02,1.594154912054000000e+12
2.300000000000000000e+02,1.594154913071000000e+12
2.340000000000000000e+02,1.594154914148000000e+12
2.380000000000000000e+02,1.594154915132000000e+12
2.410000000000000000e+02,1.594154916000000000e+12
2.450000000000000000e+02,1.594154916988000000e+12
2.490000000000000000e+02,1.594154917997000000e+12
2.530000000000000000e+02,1.594154919346000000e+12
2.570000000000000000e+02,1.594154920356000000e+12
2.610000000000000000e+02,1.594154921288000000e+12
2.650000000000000000e+02,1.594154922322000000e+12
2.690000000000000000e+02,1.594154923470000000e+12
2.730000000000000000e+02,1.594154925215000000e+12
2.770000000000000000e+02,1.594154926190000000e+12
2.810000000000000000e+02,1.594154927192000000e+12
2.850000000000000000e+02,1.594154928300000000e+12
2.890000000000000000e+02,1.594154929296000000e+12
2.930000000000000000e+02,1.594154930261000000e+12
2.970000000000000000e+02,1.594154931260000000e+12
3.010000000000000000e+02,1.594154932144000000e+12
3.050000000000000000e+02,1.594154933555000000e+12
3.090000000000000000e+02,1.594154934724000000e+12
3.130000000000000000e+02,1.594154935876000000e+12
3.180000000000000000e+02,1.594154937180000000e+12
3.220000000000000000e+02,1.594154938291000000e+12
3.260000000000000000e+02,1.594154939275000000e+12
3.300000000000000000e+02,1.594154935876000000e+12
3.340000000000000000e+02,1.594154936917000000e+12
3.380000000000000000e+02,1.594154937996000000e+12
3.420000000000000000e+02,1.594154939036000000e+12
3.460000000000000000e+02,1.594154940009000000e+12
