6.591796875000000000e-01,-7.515258789062500000e-01,2.520751953125000000e-02,8.728027343750000000e-03
6.593627929687500000e-01,-7.513427734375000000e-01,2.520751953125000000e-02,8.666992187500000000e-03
6.589965820312500000e-01,-7.516479492187500000e-01,2.514648437500000000e-02,8.605957031250000000e-03
6.580200195312500000e-01,-7.525634765625000000e-01,2.453613281250000000e-02,8.544921875000000000e-03
6.574096679687500000e-01,-7.531127929687500000e-01,2.398681640625000000e-02,8.483886718750000000e-03
6.564331054687500000e-01,-7.539672851562500000e-01,2.331542968750000000e-02,8.300781250000000000e-03
6.552734375000000000e-01,-7.550048828125000000e-01,2.252197265625000000e-02,7.934570312500000000e-03
6.540527343750000000e-01,-7.561035156250000000e-01,2.233886718750000000e-02,7.629394531250000000e-03
6.524658203125000000e-01,-7.574462890625000000e-01,2.233886718750000000e-02,6.896972656250000000e-03
6.518554687500000000e-01,-7.579345703125000000e-01,2.233886718750000000e-02,6.347656250000000000e-03
6.520385742187500000e-01,-7.578125000000000000e-01,2.233886718750000000e-02,5.920410156250000000e-03
6.530151367187500000e-01,-7.569580078125000000e-01,2.252197265625000000e-02,5.737304687500000000e-03
6.547241210937500000e-01,-7.554931640625000000e-01,2.270507812500000000e-02,5.615234375000000000e-03
6.554565429687500000e-01,-7.548828125000000000e-01,2.264404296875000000e-02,5.615234375000000000e-03
6.563720703125000000e-01,-7.540893554687500000e-01,2.246093750000000000e-02,5.798339843750000000e-03
6.567382812500000000e-01,-7.537231445312500000e-01,2.246093750000000000e-02,5.737304687500000000e-03
6.564941406250000000e-01,-7.539672851562500000e-01,2.264404296875000000e-02,5.554199218750000000e-03
6.563720703125000000e-01,-7.540283203125000000e-01,2.294921875000000000e-02,5.310058593750000000e-03
6.563110351562500000e-01,-7.540893554687500000e-01,2.355957031250000000e-02,5.065917968750000000e-03
6.561889648437500000e-01,-7.542114257812500000e-01,2.410888671875000000e-02,4.882812500000000000e-03
6.564941406250000000e-01,-7.539062500000000000e-01,2.465820312500000000e-02,4.577636718750000000e-03
6.567382812500000000e-01,-7.536621093750000000e-01,2.484130859375000000e-02,4.394531250000000000e-03
6.571655273437500000e-01,-7.533569335937500000e-01,2.514648437500000000e-02,4.028320312500000000e-03
6.574096679687500000e-01,-7.531127929687500000e-01,2.526855468750000000e-02,3.845214843750000000e-03
6.574096679687500000e-01,-7.531127929687500000e-01,2.557373046875000000e-02,3.723144531250000000e-03
6.574096679687500000e-01,-7.530517578125000000e-01,2.593994140625000000e-02,3.662109375000000000e-03
6.574707031250000000e-01,-7.529907226562500000e-01,2.612304687500000000e-02,3.540039062500000000e-03
6.575317382812500000e-01,-7.529907226562500000e-01,2.612304687500000000e-02,3.540039062500000000e-03
