"('person', 0.6819126009941101, (338.3544616699219, 200.8710174560547, 39.81102752685547, 107.90200805664062))","('dog', 0.14744359254837036, (355.0323486328125, 240.73817443847656, 24.26144027709961, 27.218271255493164))","('suitcase', 0.11468072980642319, (335.03955078125, 194.53671264648438, 38.68761444091797, 67.63233184814453))"
"('person', 0.8158989548683167, (338.80279541015625, 201.42604064941406, 42.46055221557617, 109.12175750732422))","('suitcase', 0.16904601454734802, (358.1961364746094, 239.47454833984375, 15.618623733520508, 25.30594825744629))","('handbag', 0.11880291253328323, (348.9468994140625, 234.43399047851562, 27.30100440979004, 33.75574493408203))","('suitcase', 0.10021005570888519, (349.18060302734375, 234.52769470214844, 27.709575653076172, 33.797786712646484))"
"('person', 0.6514818668365479, (339.2508544921875, 202.03488159179688, 44.77617645263672, 109.08404541015625))","('tvmonitor', 0.12963150441646576, (316.01971435546875, 161.42031860351562, 600.9177856445312, 240.9725799560547))"
"('person', 0.4356471300125122, (339.03839111328125, 218.40280151367188, 51.54079818725586, 147.91294860839844))"
"('person', 0.5900173783302307, (338.85943603515625, 202.62896728515625, 46.32705307006836, 121.18487548828125))"
"('person', 0.4538078010082245, (338.42254638671875, 230.48777770996094, 47.93307876586914, 185.5132293701172))","('snowboard', 0.10565823316574097, (333.4094543457031, 173.0830078125, 45.29338073730469, 45.9419059753418))"
"('person', 0.7832875847816467, (335.1627197265625, 201.90646362304688, 44.691017150878906, 113.51313781738281))","('surfboard', 0.3946904242038727, (330.8091735839844, 174.32205200195312, 52.3253059387207, 37.13862991333008))"
"('person', 0.7661170363426208, (338.6134338378906, 220.568603515625, 43.568668365478516, 157.6877899169922))","('surfboard', 0.24169187247753143, (329.8223571777344, 173.51023864746094, 45.982330322265625, 39.60721969604492))"
"('surfboard', 0.7965543270111084, (334.7934265136719, 168.16354370117188, 52.33516311645508, 42.988502502441406))","('person', 0.725540041923523, (344.5545654296875, 200.34619140625, 32.11227035522461, 112.35186767578125))","('person', 0.46877560019493103, (323.3690185546875, 221.34213256835938, 27.672760009765625, 68.58535766601562))"
"('person', 0.5780349969863892, (341.49066162109375, 201.46607971191406, 38.031742095947266, 111.23817443847656))","('surfboard', 0.20498040318489075, (335.1131591796875, 167.01608276367188, 49.24504089355469, 40.72085189819336))"
"('person', 0.5683366060256958, (343.6561584472656, 200.72923278808594, 35.81298065185547, 109.8666000366211))","('surfboard', 0.3174331784248352, (338.2923583984375, 166.08868408203125, 54.99908447265625, 42.31908416748047))","('umbrella', 0.16576308012008667, (335.1270751953125, 167.39535522460938, 51.40007781982422, 41.135772705078125))"
"('person', 0.559042751789093, (340.5989074707031, 201.37728881835938, 45.55083465576172, 113.21648406982422))"
"('person', 0.35348087549209595, (345.0655517578125, 201.1848602294922, 39.897220611572266, 112.44180297851562))","('surfboard', 0.11268465220928192, (338.8277587890625, 166.0601348876953, 65.43771362304688, 37.803218841552734))","('snowboard', 0.1023273766040802, (339.37774658203125, 166.34254455566406, 58.20426940917969, 41.40446090698242))"
"('person', 0.32855653762817383, (345.9512634277344, 201.39682006835938, 39.42875671386719, 111.11273193359375))","('tvmonitor', 0.29494351148605347, (314.15966796875, 180.77687072753906, 613.3916015625, 297.9732666015625))","('surfboard', 0.17674562335014343, (341.9735107421875, 166.56260681152344, 59.0928840637207, 37.176475524902344))"
"('person', 0.7439615726470947, (342.1827392578125, 200.2442626953125, 47.577911376953125, 108.5303955078125))","('dog', 0.16505412757396698, (315.33367919921875, 224.29815673828125, 30.892780303955078, 37.05338668823242))"
"('person', 0.8758680820465088, (343.174072265625, 201.20367431640625, 46.917625427246094, 115.59576416015625))","('dog', 0.5479305386543274, (321.7996520996094, 230.9114990234375, 37.95454406738281, 42.21783447265625))"
"('person', 0.8364781737327576, (345.6239013671875, 201.5153045654297, 47.79943084716797, 105.16863250732422))","('dog', 0.1701768934726715, (317.3428955078125, 232.21832275390625, 28.714563369750977, 35.68096923828125))","('surfboard', 0.15844935178756714, (344.8983459472656, 177.64219665527344, 55.17148971557617, 25.61754035949707))"
"('person', 0.822350025177002, (348.4745788574219, 201.46543884277344, 45.493980407714844, 112.98295593261719))","('tvmonitor', 0.1259160190820694, (315.0358581542969, 179.83685302734375, 664.9948120117188, 274.2870178222656))","('skateboard', 0.10143808275461197, (343.0302734375, 182.7195281982422, 51.146484375, 24.156349182128906))"
"('person', 0.8706122636795044, (349.7631530761719, 201.21075439453125, 46.05268478393555, 106.00198364257812))","('surfboard', 0.2964265048503876, (346.755615234375, 186.55874633789062, 55.70248031616211, 19.51518440246582))","('skateboard', 0.2892860174179077, (346.92266845703125, 186.66014099121094, 56.11534118652344, 19.52511215209961))"
"('person', 0.9453235864639282, (347.2288818359375, 199.63351440429688, 43.896026611328125, 104.85246276855469))","('surfboard', 0.5210862159729004, (346.6302490234375, 196.31263732910156, 46.743568420410156, 81.11695861816406))","('surfboard', 0.2776408791542053, (342.8497009277344, 192.02676391601562, 46.03035354614258, 14.793985366821289))"
"('person', 0.9697453379631042, (347.5976867675781, 199.28025817871094, 45.82672119140625, 108.99417877197266))","('surfboard', 0.45100224018096924, (347.1551818847656, 197.28741455078125, 48.013671875, 105.1071548461914))","('surfboard', 0.1906650960445404, (343.7757568359375, 195.957275390625, 49.563636779785156, 10.329530715942383))","('surfboard', 0.10959501564502716, (344.9034423828125, 186.919921875, 48.66191101074219, 25.95452117919922))"
"('person', 0.8027157187461853, (349.47369384765625, 200.32749938964844, 44.553436279296875, 106.24494934082031))"
"('person', 0.8921720385551453, (354.83056640625, 201.77169799804688, 46.41069793701172, 107.15929412841797))","('surfboard', 0.18670246005058289, (351.20941162109375, 196.3948211669922, 53.76130676269531, 83.27485656738281))"
"('person', 0.644790530204773, (353.56280517578125, 221.01719665527344, 51.65170669555664, 143.10498046875))","('tvmonitor', 0.10886847972869873, (315.1864013671875, 181.24212646484375, 646.1328735351562, 253.2152099609375))"
"('person', 0.6351763010025024, (358.574951171875, 203.05938720703125, 51.847503662109375, 100.66995239257812))","('bench', 0.12026898562908173, (309.7097473144531, 199.7032012939453, 652.2760009765625, 245.41195678710938))"
"('person', 0.4335409104824066, (355.841552734375, 204.7427520751953, 65.4271011352539, 98.5793685913086))","('bench', 0.11131264269351959, (308.60491943359375, 199.642333984375, 597.2619018554688, 233.2680206298828))"
"('aeroplane', 0.17466488480567932, (317.39947509765625, 181.7911834716797, 581.0862426757812, 268.37261962890625))","('person', 0.1475192755460739, (325.28680419921875, 254.14356994628906, 25.328996658325195, 58.44723892211914))","('person', 0.10712509602308273, (351.85528564453125, 204.3687744140625, 71.04034423828125, 92.5701675415039))"
"('person', 0.5368680357933044, (359.8515625, 203.4566650390625, 70.5401840209961, 87.80194854736328))","('person', 0.10215328633785248, (356.2907409667969, 184.8841552734375, 53.749881744384766, 54.612876892089844))"
"('person', 0.2572579085826874, (362.2772216796875, 201.74658203125, 70.53386688232422, 82.3689193725586))","('person', 0.18932171165943146, (360.36083984375, 184.28872680664062, 50.511688232421875, 48.921443939208984))"
"('aeroplane', 0.2838727533817291, (319.0511474609375, 162.5996856689453, 640.62939453125, 279.2839050292969))"
"('aeroplane', 0.10561109334230423, (316.1656188964844, 179.23495483398438, 593.29736328125, 291.0345153808594))","('person', 0.1042218878865242, (365.3995361328125, 204.6551513671875, 70.72726440429688, 89.28370666503906))","('aeroplane', 0.10386071354150772, (366.019775390625, 205.07501220703125, 71.93624114990234, 88.8214111328125))"
"('aeroplane', 0.5664302706718445, (368.52490234375, 201.33106994628906, 65.41383361816406, 81.003662109375))"
