"('bench', 0.6141513347625733, (768.8499145507812, 261.62335205078125, 119.7119140625, 41.33334732055664))","('bench', 0.5757612586021423, (1259.123291015625, 234.672607421875, 66.04924774169922, 39.098628997802734))","('backpack', 0.39918243885040283, (1015.5932006835938, 319.8376770019531, 71.26307678222656, 44.31102752685547))","('bicycle', 0.22873940467834475, (911.7687377929688, 250.82919311523438, 82.98640441894531, 58.19729995727539))"
"('bench', 0.8507690131664276, (764.0408325195312, 265.87213134765625, 114.88709259033203, 38.7609977722168))","('bicycle', 0.843328595161438, (901.4189453125, 251.13534545898438, 85.26152038574219, 64.16622924804688))","('bench', 0.5883697271347046, (1248.3798828125, 244.32644653320312, 64.94361877441406, 45.27398681640625))"
"('bicycle', 0.9109969735145569, (893.8001708984375, 260.8857421875, 85.81341552734375, 62.90910339355469))","('bench', 0.8559563159942627, (1243.2618408203125, 251.4351348876953, 67.46549987792969, 44.001258850097656))","('bench', 0.5791834518313408, (754.2802734375, 270.87774658203125, 119.48324584960938, 40.5300178527832))"
"('bench', 0.6598597913980484, (1243.2879638671875, 261.074951171875, 69.10749816894531, 44.04579544067383))","('bicycle', 0.5698466151952744, (895.3303833007812, 270.7295837402344, 76.27314758300781, 58.144161224365234))"
"('bicycle', 0.9077901840209961, (895.5206909179688, 279.68524169921875, 85.87480926513672, 61.425010681152344))","('bench', 0.7086222767829895, (1250.455078125, 274.0273132324219, 63.56803894042969, 41.21807098388672))","('bench', 0.10835107415914536, (761.6805419921875, 287.9918518066406, 113.36001586914062, 34.90749740600586))"
"('bench', 0.1930513083934784, (782.4669189453125, 276.79156494140625, 106.99602508544922, 40.652854919433594))","('bicycle', 0.16845355927944183, (916.8004760742188, 268.20849609375, 84.28797149658203, 60.71024703979492))"
"('bicycle', 0.8446871638298035, (925.7547607421875, 257.9477233886719, 86.72965240478516, 61.32394790649414))","('bench', 0.7513444423675537, (1284.4033203125, 252.12159729003906, 61.883819580078125, 35.55282974243164))","('bench', 0.3639737367630005, (791.6856079101562, 266.21807861328125, 105.79222106933594, 38.037227630615234))"
"('bench', 0.8533762693405151, (777.0897216796875, 265.3919677734375, 106.62603759765625, 37.32882308959961))","('bench', 0.7899154722690582, (1273.811767578125, 253.98756408691406, 63.75496292114258, 38.629947662353516))","('bicycle', 0.6972803026437759, (916.785400390625, 257.6298828125, 77.75006103515625, 63.81270980834961))","('bench', 0.21571685373783112, (1689.5511474609375, 308.0290222167969, 127.31394958496094, 57.8751220703125))"
"('bench', 0.6469132900238037, (1258.00634765625, 249.666015625, 63.05638122558594, 42.163883209228516))","('bicycle', 0.5355330109596252, (900.2332153320312, 253.51258850097656, 83.02198028564453, 61.5566520690918))","('bench', 0.6731522977352142, (763.3482055664062, 262.1943359375, 104.44064331054688, 37.21076202392578))","('bench', 0.5834479257464409, (1677.114013671875, 303.86236572265625, 126.12721252441406, 61.03230667114258))"
"('bench', 0.6433796286582947, (742.5744018554688, 259.7522888183594, 121.95988464355469, 39.61764144897461))","('bicycle', 0.8140416741371155, (887.0484008789062, 250.70083618164062, 94.58677673339844, 63.13650894165039))","('bench', 0.36257079243659973, (1247.6009521484375, 245.80706787109375, 64.12565612792969, 39.92914581298828))","('bench', 0.571463093161583, (1663.4520263671875, 297.4434509277344, 130.0261688232422, 59.248722076416016))"
